model,size,color,leather,hardware,year,condition,price
Lindy,26,Chocolat,Chevre,Palladium,2019,New,10000
Lindy,26,Craie,Chevre,Gold,2020,New,10300
Lindy,26,Pink,Swift,Rose Gold,2025,New,10650
Lindy,26,Craie,Ostrich,Rose Gold,2020,Excellent,28250
Lindy,26,Sakura,Alligator,Gold,2019,Very Good,33600
Lindy,26,Etoupe,Alligator,Gold,2019,Excellent,35250
Lindy,26,Anemone,Crocodile,Palladium,2021,Very Good,36900
Lindy,26,Rose,Crocodile,Gold,2022,New,49450
Lindy,30,Craie,Clemence,Palladium,2017,Used,5100
Lindy,30,Blanc,Epsom,Gold,2020,Used,5750
Lindy,30,Blanc,Swift,Rose Gold,2017,Used,6100
Lindy,30,Prune,Togo,Gold,2023,Used,6150
Lindy,30,Gris Etain,Chevre,Palladium,2019,Used,6150
Lindy,30,Orange,Swift,Palladium,2017,Used,6200
Lindy,30,Blanc,Clemence,Palladium,2019,Good,6500
Lindy,30,Pink,Epsom,Gold,2018,Good,6700
Lindy,30,Rose,Epsom,Rose Gold,2019,Good,7400
Lindy,30,Havane,Chevre,Rose Gold,2025,Used,7500
Lindy,30,Vert Anis,Chevre,Gold,2018,Good,7550
Lindy,30,Orange,Togo,Gold,2022,Good,7650
Lindy,30,Rouge Casaque,Epsom,Rose Gold,2023,Good,7950
Lindy,30,Anemone,Chevre,Rose Gold,2019,Good,7950
Lindy,30,Mauve Sylvestre,Togo,Rose Gold,2020,Very Good,8050
Lindy,30,Havane,Epsom,Palladium,2022,Very Good,8100
Lindy,30,Craie,Togo,Gold,2020,Very Good,8150
Lindy,30,Rouge Casaque,Clemence,Palladium,2021,Excellent,8550
Lindy,30,Bleu Saphir,Epsom,Palladium,2022,Very Good,8600
Lindy,30,Vert Anis,Togo,Rose Gold,2021,Very Good,8700
Lindy,30,Noir,Epsom,Gold,2022,Very Good,8700
Lindy,30,Orange,Togo,Rose Gold,2022,Very Good,8800
Lindy,30,Chocolat,Swift,Rose Gold,2023,Very Good,9050
Lindy,30,Anemone,Swift,Gold,2017,Excellent,9050
Lindy,30,Gris Etain,Clemence,Palladium,2025,Excellent,9200
Lindy,30,Bleu Saphir,Epsom,Palladium,2023,Excellent,9400
Lindy,30,Anemone,Swift,Gold,2019,Excellent,9450
Lindy,30,Chocolat,Swift,Rose Gold,2020,Excellent,9450
Lindy,30,Rose,Clemence,Gold,2020,New,9500
Lindy,30,Orange,Swift,Palladium,2018,Excellent,9550
Lindy,30,Prune,Swift,Gold,2020,Excellent,9550
Lindy,30,Prune,Chevre,Gold,2020,Excellent,9550
Lindy,30,Gold,Epsom,Palladium,2024,Excellent,9550
Lindy,30,Pink,Swift,Palladium,2024,Excellent,9700
Lindy,30,Bleu Nuit,Chevre,Rose Gold,2024,Very Good,9800
Lindy,30,Bleu Nuit,Chevre,Gold,2019,Excellent,9950
Lindy,30,Prune,Chevre,Palladium,2017,New,10300
Lindy,30,Mauve Sylvestre,Epsom,Rose Gold,2024,Excellent,10450
Lindy,30,Etoupe,Chevre,Rose Gold,2019,New,11300
Lindy,30,Vert Fonce,Chevre,Rose Gold,2025,Excellent,11350
Lindy,30,Rose,Alligator,Palladium,2017,Used,26150
Lindy,30,Prune,Alligator,Gold,2023,Very Good,40200
Lindy,30,Mauve Sylvestre,Crocodile,Rose Gold,2018,New,53050
Lindy,30,Vert Bosphore,Crocodile,Gold,2022,New,54200
Mini Kelly,20,Gold,Clemence,Palladium,2018,Used,12950
Mini Kelly,20,Bleu Brume,Clemence,Gold,2020,Used,13900
Mini Kelly,20,Jaune Ambre,Togo,Gold,2017,Used,14150
Mini Kelly,20,Pink,Togo,Rose Gold,2019,Used,14250
Mini Kelly,20,Rouge Casaque,Togo,Palladium,2024,Used,14250
Mini Kelly,20,Etoupe,Epsom,Gold,2021,Used,14250
Mini Kelly,20,Prune,Clemence,Palladium,2021,Used,14300
Mini Kelly,20,Pink,Epsom,Rose Gold,2018,Used,14500
Mini Kelly,20,Chocolat,Swift,Gold,2017,Used,14550
Mini Kelly,20,Havane,Clemence,Rose Gold,2024,Used,14900
Mini Kelly,20,Etoupe,Epsom,Gold,2020,Used,15100
Mini Kelly,20,Etoupe,Epsom,Rose Gold,2023,Used,15200
Mini Kelly,20,Vert Anis,Swift,Rose Gold,2019,Used,15300
Mini Kelly,20,Craie,Epsom,Rose Gold,2022,Used,15550
Mini Kelly,20,Prune,Chevre,Palladium,2022,Used,15600
Mini Kelly,20,Sakura,Togo,Gold,2025,Used,15950
Mini Kelly,20,Vert Bosphore,Swift,Rose Gold,2021,Used,16000
Mini Kelly,20,Chocolat,Togo,Rose Gold,2019,Good,17450
Mini Kelly,20,Chocolat,Togo,Rose Gold,2023,Good,17550
Mini Kelly,20,Vert Fonce,Clemence,Gold,2018,Very Good,17550
Mini Kelly,20,Noir,Swift,Rose Gold,2019,Good,17800
Mini Kelly,20,Craie,Epsom,Gold,2022,Good,17850
Mini Kelly,20,Rose,Chevre,Gold,2018,Good,18100
Mini Kelly,20,Gris Etain,Togo,Rose Gold,2022,Good,18200
Mini Kelly,20,Anemone,Togo,Gold,2023,Good,18400
Mini Kelly,20,Etoupe,Clemence,Rose Gold,2019,Very Good,18550
Mini Kelly,20,Sakura,Togo,Gold,2025,Good,18600
Mini Kelly,20,Gold,Chevre,Palladium,2022,Good,18750
Mini Kelly,20,Gris Etain,Clemence,Palladium,2024,Very Good,18750
Mini Kelly,20,Gris Etain,Clemence,Rose Gold,2017,Very Good,18850
Mini Kelly,20,Bleu Saphir,Swift,Gold,2023,Good,18850
Mini Kelly,20,Bleu Zellige,Chevre,Palladium,2020,Good,18900
Mini Kelly,20,Vert Fonce,Chevre,Rose Gold,2018,Good,19000
Mini Kelly,20,Noir,Togo,Palladium,2022,Very Good,19500
Mini Kelly,20,Blanc,Epsom,Gold,2022,Very Good,19600
Mini Kelly,20,Gold,Chevre,Gold,2019,Very Good,20650
Mini Kelly,20,Blanc,Epsom,Rose Gold,2017,Excellent,20650
Mini Kelly,20,Pink,Togo,Rose Gold,2023,Very Good,20650
Mini Kelly,20,Etoupe,Epsom,Rose Gold,2020,Very Good,20700
Mini Kelly,20,Gold,Togo,Rose Gold,2018,Excellent,20800
Mini Kelly,20,Chocolat,Epsom,Rose Gold,2018,Very Good,21000
Mini Kelly,20,Anemone,Epsom,Gold,2020,Very Good,21050
Mini Kelly,20,Prune,Chevre,Rose Gold,2024,Good,21100
Mini Kelly,20,Bleu Nuit,Swift,Palladium,2022,Very Good,21100
Mini Kelly,20,Rouge H,Clemence,Rose Gold,2017,Excellent,21100
Mini Kelly,20,Havane,Togo,Palladium,2019,Excellent,21150
Mini Kelly,20,Pink,Clemence,Rose Gold,2025,Very Good,21250
Mini Kelly,20,Orange,Togo,Gold,2023,Very Good,21550
Mini Kelly,20,Bleu Nuit,Clemence,Palladium,2018,New,21550
Mini Kelly,20,Bleu Saphir,Swift,Palladium,2025,Very Good,21750
Mini Kelly,20,Vert Fonce,Swift,Rose Gold,2022,Very Good,21950
Mini Kelly,20,Pink,Clemence,Palladium,2022,Excellent,22100
Mini Kelly,20,Jaune Ambre,Chevre,Palladium,2018,Very Good,22300
Mini Kelly,20,Mauve Sylvestre,Epsom,Palladium,2018,Excellent,22400
Mini Kelly,20,Vert Fonce,Chevre,Gold,2022,Very Good,22700
Mini Kelly,20,Bleu Nuit,Clemence,Gold,2018,New,23050
Mini Kelly,20,Rose,Togo,Rose Gold,2025,Excellent,23200
Mini Kelly,20,Craie,Epsom,Gold,2018,New,23300
Mini Kelly,20,Vert Fonce,Epsom,Rose Gold,2022,Excellent,23350
Mini Kelly,20,Havane,Clemence,Gold,2021,New,23700
Mini Kelly,20,Rouge H,Swift,Rose Gold,2021,Excellent,23900
Mini Kelly,20,Rouge Casaque,Epsom,Rose Gold,2021,Excellent,24050
Mini Kelly,20,Orange,Chevre,Gold,2023,Very Good,24100
Mini Kelly,20,Anemone,Clemence,Palladium,2022,New,24300
Mini Kelly,20,Gold,Swift,Palladium,2017,New,24450
Mini Kelly,20,Orange,Epsom,Palladium,2021,New,24450
Mini Kelly,20,Craie,Chevre,Palladium,2017,New,24850
Mini Kelly,20,Bleu Saphir,Swift,Palladium,2018,New,24950
Mini Kelly,20,Bleu Zellige,Swift,Rose Gold,2023,Excellent,25000
Mini Kelly,20,Bleu Brume,Chevre,Gold,2017,New,25100
Mini Kelly,20,Rouge H,Togo,Gold,2021,New,25100
Mini Kelly,20,Bleu Brume,Togo,Gold,2021,New,25150
Mini Kelly,20,Chocolat,Chevre,Rose Gold,2023,Excellent,25200
Mini Kelly,20,Jaune Ambre,Swift,Gold,2021,Excellent,25350
Mini Kelly,20,Craie,Chevre,Gold,2022,Excellent,25500
Mini Kelly,20,Mauve Sylvestre,Epsom,Rose Gold,2018,New,25700
Mini Kelly,20,Anemone,Swift,Rose Gold,2025,Excellent,25750
Mini Kelly,20,Bleu Brume,Swift,Rose Gold,2020,New,26500
Mini Kelly,20,Etoupe,Togo,Rose Gold,2021,New,26600
Mini Kelly,20,Jaune Ambre,Swift,Rose Gold,2022,Excellent,27050
Mini Kelly,20,Anemone,Swift,Rose Gold,2022,New,28200
Mini Kelly,20,Vert Bosphore,Chevre,Palladium,2025,New,29500
Mini Kelly,20,Bleu Saphir,Chevre,Gold,2025,New,30150
Mini Kelly,20,Bleu Zellige,Chevre,Gold,2025,New,30900
Mini Kelly,20,Sakura,Chevre,Rose Gold,2024,New,31800
Mini Kelly,20,Gris Etain,Lizard,Palladium,2018,Used,50450
Mini Kelly,20,Vert Anis,Lizard,Gold,2019,Used,56900
Mini Kelly,20,Rose,Ostrich,Gold,2023,Good,59150
Mini Kelly,20,Sakura,Ostrich,Palladium,2017,Very Good,62350
Mini Kelly,20,Orange,Alligator,Gold,2018,Used,64150
Mini Kelly,20,Sakura,Ostrich,Rose Gold,2017,Very Good,67950
Mini Kelly,20,Etoupe,Crocodile,Palladium,2023,Used,74700
Mini Kelly,20,Vert Fonce,Lizard,Rose Gold,2020,Excellent,83700
Mini Kelly,20,Blanc,Alligator,Palladium,2019,Excellent,92100
Mini Kelly,20,Noir,Crocodile,Palladium,2018,Very Good,92750
Mini Kelly,20,Sakura,Crocodile,Palladium,2023,Good,93800
Mini Kelly,20,Noir,Alligator,Gold,2024,Excellent,108150
Mini Kelly,20,Etoupe,Alligator,Gold,2018,New,111200
Mini Kelly,20,Sakura,Alligator,Palladium,2019,New,114250
Mini Kelly,20,Vert Anis,Crocodile,Palladium,2024,New,127600
Picotin,18,Rose,Togo,Rose Gold,2019,Used,2800
Picotin,18,Orange,Clemence,Palladium,2020,Used,2850
Picotin,18,Anemone,Epsom,Palladium,2019,Used,2850
Picotin,18,Vert Anis,Epsom,Gold,2024,Used,2950
Picotin,18,Sakura,Clemence,Palladium,2024,Used,2950
Picotin,18,Anemone,Epsom,Rose Gold,2021,Used,3050
Picotin,18,Prune,Epsom,Gold,2025,Used,3050
Picotin,18,Sakura,Chevre,Rose Gold,2018,Used,3200
Picotin,18,Orange,Swift,Palladium,2022,Used,3250
Picotin,18,Havane,Epsom,Gold,2021,Good,3300
Picotin,18,Craie,Clemence,Rose Gold,2025,Good,3500
Picotin,18,Vert Anis,Chevre,Rose Gold,2024,Used,3500
Picotin,18,Vert Bosphore,Swift,Gold,2021,Good,3550
Picotin,18,Bleu Brume,Togo,Rose Gold,2023,Good,3550
Picotin,18,Bleu Zellige,Chevre,Rose Gold,2019,Good,3650
Picotin,18,Chocolat,Chevre,Gold,2019,Good,3650
Picotin,18,Anemone,Chevre,Palladium,2020,Good,3650
Picotin,18,Sakura,Togo,Rose Gold,2024,Good,3700
Picotin,18,Bleu Zellige,Togo,Palladium,2018,Very Good,3700
Picotin,18,Blanc,Swift,Gold,2022,Good,3700
Picotin,18,Noir,Chevre,Palladium,2017,Very Good,3800
Picotin,18,Bleu Nuit,Swift,Gold,2025,Good,3850
Picotin,18,Vert Fonce,Chevre,Palladium,2023,Good,3900
Picotin,18,Bleu Saphir,Chevre,Rose Gold,2020,Good,3900
Picotin,18,Anemone,Togo,Palladium,2020,Very Good,3900
Picotin,18,Orange,Clemence,Gold,2025,Very Good,4050
Picotin,18,Mauve Sylvestre,Swift,Rose Gold,2024,Good,4050
Picotin,18,Sakura,Togo,Rose Gold,2023,Very Good,4150
Picotin,18,Orange,Togo,Rose Gold,2020,Very Good,4200
Picotin,18,Bleu Brume,Clemence,Gold,2020,Excellent,4350
Picotin,18,Vert Bosphore,Clemence,Palladium,2017,New,4450
Picotin,18,Gris Etain,Swift,Rose Gold,2023,Very Good,4500
Picotin,18,Rose,Epsom,Rose Gold,2021,Excellent,4500
Picotin,18,Orange,Epsom,Gold,2025,Very Good,4500
Picotin,18,Pink,Epsom,Palladium,2020,New,4600
Picotin,18,Anemone,Epsom,Rose Gold,2021,Excellent,4650
Picotin,18,Rose,Clemence,Palladium,2022,New,4700
Picotin,18,Mauve Sylvestre,Togo,Palladium,2019,New,4700
Picotin,18,Gold,Togo,Gold,2023,New,4700
Picotin,18,Anemone,Chevre,Gold,2021,Excellent,4750
Picotin,18,Bleu Saphir,Clemence,Gold,2021,New,4800
Picotin,18,Rouge Casaque,Chevre,Palladium,2023,Excellent,4850
Picotin,18,Pink,Chevre,Rose Gold,2025,Very Good,4900
Picotin,18,Havane,Epsom,Palladium,2019,New,4900
Picotin,18,Prune,Chevre,Gold,2017,New,5050
Picotin,18,Anemone,Epsom,Palladium,2023,New,5050
Picotin,18,Bleu Zellige,Chevre,Palladium,2017,New,5100
Picotin,18,Pink,Chevre,Gold,2019,New,5150
Picotin,18,Gris Etain,Epsom,Gold,2025,New,5250
Picotin,18,Vert Bosphore,Chevre,Rose Gold,2025,Excellent,5250
Picotin,18,Pink,Togo,Gold,2025,New,5400
Picotin,18,Bleu Saphir,Swift,Rose Gold,2025,New,5650
Picotin,18,Rouge Casaque,Chevre,Palladium,2022,New,5650
Picotin,22,Rouge Casaque,Clemence,Gold,2017,Used,2850
Picotin,22,Etoupe,Togo,Palladium,2018,Used,3050
Picotin,22,Mauve Sylvestre,Clemence,Palladium,2020,Used,3100
Picotin,22,Rose,Swift,Palladium,2017,Used,3150
Picotin,22,Etoupe,Clemence,Palladium,2025,Used,3200
Picotin,22,Rouge H,Togo,Palladium,2025,Used,3250
Picotin,22,Anemone,Clemence,Palladium,2022,Used,3300
Picotin,22,Bleu Zellige,Clemence,Rose Gold,2023,Used,3400
Picotin,22,Jaune Ambre,Togo,Gold,2025,Used,3400
Picotin,22,Rouge H,Chevre,Palladium,2021,Used,3450
Picotin,22,Orange,Togo,Rose Gold,2025,Used,3600
Picotin,22,Orange,Clemence,Palladium,2022,Good,3750
Picotin,22,Pink,Clemence,Palladium,2021,Good,3750
Picotin,22,Sakura,Togo,Gold,2019,Good,3750
Picotin,22,Blanc,Swift,Palladium,2017,Good,3750
Picotin,22,Bleu Nuit,Epsom,Rose Gold,2019,Good,3850
Picotin,22,Chocolat,Swift,Gold,2020,Good,3900
Picotin,22,Gold,Swift,Rose Gold,2017,Good,3900
Picotin,22,Havane,Togo,Gold,2022,Good,3900
Picotin,22,Orange,Togo,Rose Gold,2020,Good,3950
Picotin,22,Gris Etain,Swift,Palladium,2023,Good,4000
Picotin,22,Mauve Sylvestre,Clemence,Gold,2024,Good,4000
Picotin,22,Noir,Clemence,Palladium,2017,Very Good,4050
Picotin,22,Rouge Casaque,Chevre,Gold,2017,Good,4200
Picotin,22,Bleu Brume,Togo,Gold,2021,Very Good,4300
Picotin,22,Vert Fonce,Clemence,Gold,2020,Very Good,4300
Picotin,22,Bleu Brume,Epsom,Gold,2019,Very Good,4400
Picotin,22,Sakura,Swift,Palladium,2019,Very Good,4500
Picotin,22,Pink,Swift,Rose Gold,2021,Good,4550
Picotin,22,Pink,Chevre,Rose Gold,2024,Good,4550
Picotin,22,Havane,Togo,Rose Gold,2021,Very Good,4700
Picotin,22,Gris Etain,Epsom,Gold,2017,Excellent,4750
Picotin,22,Vert Fonce,Clemence,Rose Gold,2023,Very Good,4750
Picotin,22,Vert Anis,Togo,Rose Gold,2020,Very Good,4800
Picotin,22,Noir,Clemence,Palladium,2025,Excellent,4900
Picotin,22,Anemone,Swift,Palladium,2025,Very Good,5000
Picotin,22,Rose,Swift,Gold,2018,Excellent,5000
Picotin,22,Craie,Togo,Rose Gold,2021,Excellent,5050
Picotin,22,Vert Fonce,Swift,Gold,2017,Excellent,5050
Picotin,22,Bleu Saphir,Swift,Rose Gold,2018,Excellent,5200
Picotin,22,Vert Bosphore,Swift,Palladium,2024,Excellent,5400
Picotin,22,Prune,Clemence,Gold,2022,New,5400
Picotin,22,Bleu Saphir,Chevre,Gold,2025,Very Good,5450
Picotin,22,Bleu Brume,Clemence,Gold,2024,New,5500
Picotin,22,Prune,Togo,Gold,2018,New,5550
Picotin,22,Bleu Saphir,Chevre,Rose Gold,2017,Excellent,5600
Picotin,22,Vert Anis,Chevre,Gold,2021,Excellent,5600
Picotin,22,Vert Anis,Chevre,Rose Gold,2018,Excellent,5750
Picotin,22,Bleu Zellige,Clemence,Gold,2023,New,5800
Picotin,22,Jaune Ambre,Chevre,Rose Gold,2025,Very Good,5900
Picotin,22,Rouge Casaque,Swift,Gold,2019,New,6000
Picotin,22,Sakura,Chevre,Gold,2023,Excellent,6150
Picotin,22,Bleu Brume,Chevre,Gold,2022,New,6150
Picotin,22,Jaune Ambre,Swift,Rose Gold,2020,New,6200
Picotin,22,Jaune Ambre,Chevre,Palladium,2022,New,6350
Picotin,22,Bleu Saphir,Chevre,Palladium,2024,New,6400
Picotin,22,Rouge H,Chevre,Gold,2025,New,6550
Roulis,18,Vert Fonce,Clemence,Gold,2020,Used,4800
Roulis,18,Vert Fonce,Swift,Palladium,2021,Used,5700
Roulis,18,Sakura,Chevre,Palladium,2020,Used,5850
Roulis,18,Chocolat,Swift,Rose Gold,2020,Used,5850
Roulis,18,Gold,Swift,Gold,2025,Used,6000
Roulis,18,Sakura,Chevre,Gold,2024,Used,6100
Roulis,18,Chocolat,Swift,Palladium,2018,Good,6500
Roulis,18,Vert Bosphore,Togo,Rose Gold,2021,Good,6500
Roulis,18,Gold,Chevre,Gold,2022,Good,6750
Roulis,18,Pink,Swift,Palladium,2022,Good,6800
Roulis,18,Jaune Ambre,Epsom,Gold,2024,Good,6850
Roulis,18,Rouge Casaque,Clemence,Palladium,2019,Excellent,7150
Roulis,18,Etoupe,Chevre,Palladium,2018,Very Good,7350
Roulis,18,Blanc,Togo,Palladium,2018,Excellent,7650
Roulis,18,Havane,Epsom,Rose Gold,2018,Excellent,7800
Roulis,18,Pink,Swift,Gold,2017,Excellent,8050
Roulis,18,Vert Anis,Epsom,Rose Gold,2025,Very Good,8250
Roulis,18,Mauve Sylvestre,Clemence,Palladium,2019,New,8500
Roulis,18,Rose,Swift,Gold,2024,Very Good,8550
Roulis,18,Vert Bosphore,Swift,Palladium,2020,Excellent,8600
Roulis,18,Gold,Clemence,Palladium,2021,New,8900
Roulis,18,Bleu Nuit,Epsom,Gold,2024,New,9050
Roulis,18,Sakura,Chevre,Gold,2022,Excellent,9050
Roulis,18,Chocolat,Swift,Palladium,2018,New,9050
Roulis,18,Noir,Swift,Rose Gold,2025,Excellent,9150
Roulis,18,Anemone,Epsom,Rose Gold,2020,New,9300
Roulis,18,Mauve Sylvestre,Epsom,Rose Gold,2020,New,9650
Roulis,18,Vert Anis,Epsom,Rose Gold,2021,New,9800
Roulis,18,Vert Fonce,Chevre,Palladium,2023,New,10250
Roulis,18,Bleu Saphir,Chevre,Rose Gold,2023,New,10450
Roulis,18,Blanc,Ostrich,Gold,2017,New,26850
Roulis,18,Gold,Ostrich,Gold,2025,Excellent,27250
Roulis,23,Gris Etain,Togo,Gold,2017,Used,5200
Roulis,23,Noir,Swift,Gold,2017,Used,5450
Roulis,23,Havane,Togo,Rose Gold,2017,Used,5700
Roulis,23,Chocolat,Swift,Palladium,2021,Used,5950
Roulis,23,Vert Bosphore,Togo,Palladium,2017,Good,6050
Roulis,23,Havane,Chevre,Gold,2019,Used,6150
Roulis,23,Etoupe,Chevre,Palladium,2021,Used,6300
Roulis,23,Bleu Brume,Swift,Gold,2024,Used,6350
Roulis,23,Craie,Swift,Rose Gold,2024,Used,6550
Roulis,23,Rose,Epsom,Gold,2017,Good,6650
Roulis,23,Gris Etain,Epsom,Rose Gold,2017,Good,6700
Roulis,23,Jaune Ambre,Chevre,Gold,2022,Used,6800
Roulis,23,Bleu Brume,Chevre,Rose Gold,2025,Used,7050
Roulis,23,Rouge Casaque,Togo,Rose Gold,2019,Good,7100
Roulis,23,Vert Anis,Togo,Gold,2021,Good,7150
Roulis,23,Vert Fonce,Togo,Palladium,2023,Good,7200
Roulis,23,Rouge Casaque,Clemence,Palladium,2017,Very Good,7300
Roulis,23,Noir,Chevre,Gold,2023,Good,7400
Roulis,23,Pink,Swift,Palladium,2024,Good,7400
Roulis,23,Vert Anis,Epsom,Palladium,2017,Very Good,7400
Roulis,23,Etoupe,Clemence,Rose Gold,2017,Very Good,7650
Roulis,23,Rouge Casaque,Chevre,Rose Gold,2019,Good,8000
Roulis,23,Orange,Swift,Gold,2019,Very Good,8300
Roulis,23,Craie,Chevre,Gold,2017,Very Good,8350
Roulis,23,Blanc,Epsom,Gold,2024,Very Good,8400
Roulis,23,Noir,Chevre,Palladium,2023,Very Good,8450
Roulis,23,Rose,Clemence,Gold,2025,Very Good,8600
Roulis,23,Mauve Sylvestre,Togo,Rose Gold,2025,Very Good,8600
Roulis,23,Gris Etain,Swift,Gold,2019,Excellent,9050
Roulis,23,Vert Anis,Togo,Palladium,2017,New,9600
Roulis,23,Pink,Epsom,Rose Gold,2024,Excellent,9600
Roulis,23,Gold,Togo,Gold,2024,New,10200
Roulis,23,Chocolat,Togo,Rose Gold,2022,New,10500
Roulis,23,Havane,Chevre,Gold,2020,New,10600
Roulis,23,Etoupe,Swift,Gold,2021,New,10650
Roulis,23,Chocolat,Togo,Rose Gold,2022,New,10650
Roulis,23,Bleu Zellige,Chevre,Gold,2022,New,11350
Roulis,23,Prune,Swift,Palladium,2025,New,11650
Roulis,23,Gold,Chevre,Gold,2025,New,11850
Roulis,23,Mauve Sylvestre,Epsom,Rose Gold,2025,New,12000
Roulis,23,Orange,Lizard,Palladium,2025,Used,24300
Roulis,23,Vert Bosphore,Lizard,Rose Gold,2025,Used,24500
Roulis,23,Orange,Alligator,Palladium,2021,Used,25350
Roulis,23,Etoupe,Ostrich,Palladium,2023,New,31750
Roulis,23,Rose,Lizard,Gold,2018,Excellent,33700
Roulis,23,Rouge H,Alligator,Gold,2023,Good,33850
Roulis,23,Mauve Sylvestre,Lizard,Palladium,2021,Excellent,34700
Roulis,23,Craie,Alligator,Palladium,2020,New,43600
